accession	type	length
GCF_040654435.1|NZ_JBFAHX010000002.1_2	LIPO	307
GCF_040654435.1|NZ_JBFAHX010000002.1_188	SP	338
GCF_040654475.1|NZ_JBFAID010000017.1_15	SP	334
GCF_040654475.1|NZ_JBFAID010000045.1_61	SP	399
GCF_040654515.1|NZ_JBFAIC010000035.1_55	LIPO	303
GCF_040654515.1|NZ_JBFAIC010000042.1_34	SP	449
GCF_040654515.1|NZ_JBFAIC010000045.1_73	SP	407
GCF_040654515.1|NZ_JBFAIC010000046.1_23	LIPO	294
GCF_040654555.1|NZ_JBFAIF010000004.1_559	SP	397
GCF_040654555.1|NZ_JBFAIF010000006.1_3	SP	433
GCF_040654575.1|NZ_JBFAIG010000003.1_48	SP	447
GCF_040654575.1|NZ_JBFAIG010000022.1_3	SP	449
GCF_040654655.1|NZ_JBFAIK010000020.1_112	SP	358
GCF_040654655.1|NZ_JBFAIK010000036.1_2	LIPO	300
GCF_040654715.1|NZ_JBFAIM010000015.1_182	SP	444
GCF_040654715.1|NZ_JBFAIM010000022.1_144	SP	429
GCF_040654755.1|NZ_JBFAIQ010000029.1_34	SP	489
GCF_040654815.1|NZ_JBFAIR010000014.1_100	SP	441
GCF_040654855.1|NZ_JBFAIU010000075.1_14	SP	417
GCF_040654855.1|NZ_JBFAIU010000168.1_2	SP	396
GCF_040655075.1|NZ_JBFAJC010000092.1_5	SP	424
GCF_040655075.1|NZ_JBFAJC010000100.1_5	SP	423
GCF_040655115.1|NZ_JBFAJH010000008.1_40	SP	492
GCF_040655155.1|NZ_JBFAJJ010000001.1_196	SP	441
GCF_040655295.1|NZ_JBFAJR010000063.1_22	LIPO	344
GCF_040655335.1|NZ_JBFAJT010000001.1_544	SP	508
GCF_040655335.1|NZ_JBFAJT010000005.1_666	LIPO	298
GCF_040655355.1|NZ_JBFAJS010000015.1_97	SP	306
GCF_040655395.1|NZ_JBFAJW010000011.1_129	LIPO	309
GCF_040655445.1|NZ_JBFAJY010000005.1_65	SP	497
GCF_040655495.1|NZ_JBFAKB010000016.1_142	SP	427
GCF_040655595.1|NZ_JBFAKG010000109.1_11	SP	317
GCF_040655735.1|NZ_JBFAKK010000001.1_303	SP	421
GCF_040655735.1|NZ_JBFAKK010000004.1_460	SP	321
GCF_040655735.1|NZ_JBFAKK010000004.1_491	SP	393
GCF_040655895.1|NZ_JBFAKV010000005.1_318	SP	326
GCF_040656115.1|NZ_JBFALF010000002.1_127	SP	433
GCF_040656115.1|NZ_JBFALF010000038.1_56	SP	399
GCF_040656115.1|NZ_JBFALF010000041.1_70	SP	443
GCF_040656135.1|NZ_JBFALG010000016.1_13	SP	401
GCF_040656135.1|NZ_JBFALG010000054.1_20	SP	334
GCF_040656475.1|NZ_JBFAMH010000034.1_1	SP	328
GCF_040656555.1|NZ_JBFAMN010000003.1_306	SP	438
GCF_040656595.1|NZ_JBFAMR010000003.1_250	SP	433
GCF_040656655.1|NZ_JBFAMU010000010.1_19	LIPO	299
GCF_040656655.1|NZ_JBFAMU010000141.1_5	SP	409
GCF_040656655.1|NZ_JBFAMU010000171.1_4	LIPO	300
GCF_040659625.1|NZ_JBFANB010000016.1_3	SP	433
GCF_040659625.1|NZ_JBFANB010000032.1_98	SP	395
GCF_040659735.1|NZ_JBFANZ010000031.1_2	SP	394
GCF_040659735.1|NZ_JBFANZ010000038.1_52	SP	430
GCF_040660135.1|NZ_JBFAGK010000007.1_277	SP	436
GCF_040660195.1|NZ_JBFALJ010000014.1_186	SP	517
GCF_040660195.1|NZ_JBFALJ010000045.1_22	LIPO	298
GCF_040660275.1|NZ_JBFAME010000015.1_128	SP	336
GCF_040660295.1|NZ_JBFAML010000014.1_19	SP	410
GCF_040673975.1|NZ_JBFAQZ010000004.1_70	SP	449
GCF_040673975.1|NZ_JBFAQZ010000022.1_96	SP	402
GCF_040674255.1|NZ_JBFALL010000003.1_181	SP	451
GCF_040674255.1|NZ_JBFALL010000043.1_26	SP	327
GCF_040674575.1|NZ_JBFAMO010000010.1_232	SP	429
GCF_040674635.1|NZ_JBFAMZ010000018.1_48	SP	444
GCF_040674815.1|NZ_JBFANM010000004.1_96	SP	428
GCF_040674815.1|NZ_JBFANM010000028.1_110	SP	444
GCF_040674815.1|NZ_JBFANM010000160.1_3	SP	385
GCF_040674975.1|NZ_JBFANY010000010.1_132	SP	741
GCF_040674975.1|NZ_JBFANY010000010.1_190	SP	399
GCF_040674975.1|NZ_JBFANY010000014.1_10	SP	448
GCF_040675005.1|NZ_JBFANX010000018.1_27	SP	743
GCF_040675005.1|NZ_JBFANX010000018.1_118	SP	444
GCF_040675005.1|NZ_JBFANX010000026.1_42	SP	405
GCF_040675155.1|NZ_JBFAOI010000001.1_989	LIPO	297
GCF_040675155.1|NZ_JBFAOI010000002.1_540	SP	445
GCF_040675155.1|NZ_JBFAOI010000008.1_258	SP	420
GCF_040675175.1|NZ_JBFAOH010000001.1_156	LIPO	449
GCF_040675365.1|NZ_JBFAOU010000015.1_41	LIPO	290
GCF_040675365.1|NZ_JBFAOU010000171.1_10	SP	473
GCF_040675365.1|NZ_JBFAOU010000267.1_3	LIPO	297
GCF_040675365.1|NZ_JBFAOU010000299.1_1	SP	444
GCF_040675375.1|NZ_JBFAOV010000009.1_297	SP	435
GCF_040675375.1|NZ_JBFAOV010000101.1_2	SP	364
GCF_040675435.1|NZ_JBFAOX010000035.1_63	SP	447
GCF_040675435.1|NZ_JBFAOX010000037.1_25	SP	455
GCF_040675435.1|NZ_JBFAOX010000038.1_56	SP	383
GCF_040675435.1|NZ_JBFAOX010000043.1_25	SP	313
GCF_040675465.1|NZ_JBFAPA010000005.1_204	SP	457
GCF_040675465.1|NZ_JBFAPA010000012.1_186	SP	288
GCF_040675505.1|NZ_JBFAOY010000068.1_3	SP	488
GCF_040675635.1|NZ_JBFAPH010000312.1_1	SP	508
GCF_040675865.1|NZ_JBEGHG010000023.1_11	LIPO	579
GCF_040676615.1|NZ_JBFAPI010000019.1_54	SP	428
GCF_040676615.1|NZ_JBFAPI010000028.1_2	SP	395
GCF_040676675.1|NZ_JBFAPK010000034.1_71	SP	479
GCF_040676695.1|NZ_JBFAPM010000001.1_469	LIPO	342
GCF_040676755.1|NZ_JBFAPO010000012.1_155	SP	344
GCF_040676755.1|NZ_JBFAPO010000022.1_110	SP	409
GCF_040676755.1|NZ_JBFAPO010000055.1_9	SP	454
GCF_040676755.1|NZ_JBFAPO010000093.1_7	SP	420
GCF_040676755.1|NZ_JBFAPO010000099.1_14	LIPO	309
GCF_040676775.1|NZ_JBFAPP010000006.1_221	SP	345
GCF_040676775.1|NZ_JBFAPP010000013.1_71	SP	452
GCF_040676775.1|NZ_JBFAPP010000016.1_5	LIPO	340
GCF_040676775.1|NZ_JBFAPP010000035.1_14	SP	486
GCF_040676915.1|NZ_JBFAPY010000006.1_391	SP	419
GCF_040676915.1|NZ_JBFAPY010000008.1_241	SP	396
GCF_040677165.1|NZ_JBFAQH010000010.1_217	SP	408
GCF_040677315.1|NZ_JBFAQM010000004.1_317	SP	317
GCF_040677315.1|NZ_JBFAQM010000038.1_3	SP	436
GCF_040677405.1|NZ_JBFARX010000105.1_12	SP	435
GCF_040677445.1|NZ_JBFARZ010000003.1_30	SP	459
GCF_040677565.1|NZ_JBFASD010000010.1_74	SP	398
GCF_040677565.1|NZ_JBFASD010000022.1_71	LIPO	295
GCF_040678315.1|NZ_JBFATL010000038.1_63	SP	419
GCF_040678355.1|NZ_JBFATO010000006.1_47	SP	327
GCF_040678355.1|NZ_JBFATO010000018.1_79	SP	438
GCF_040678375.1|NZ_JBFATP010000023.1_19	SP	495
GCF_040678375.1|NZ_JBFATP010000036.1_83	SP	439
GCF_040678435.1|NZ_JBFATS010000009.1_122	SP	435
GCF_040678455.1|NZ_JBFATT010000175.1_3	SP	445
GCF_040678455.1|NZ_JBFATT010000179.1_11	SP	492
GCF_040678715.1|NZ_JBFAQO010000005.1_258	SP	402
GCF_040678875.1|NZ_JBFAQS010000006.1_154	SP	416
GCF_040678875.1|NZ_JBFAQS010000007.1_299	SP	455
GCF_040678995.1|NZ_JBFAQX010000017.1_109	SP	318
GCF_040679335.1|NZ_JBFAUP010000005.1_143	SP	414
GCF_040679615.1|NZ_JBFAVD010000016.1_42	SP	499
GCF_040680155.1|NZ_JBFAWC010000018.1_2	LIPO	308
GCF_040680195.1|NZ_JBFAWF010000008.1_130	SP	414
GCF_040680215.1|NZ_JBFAWG010000072.1_10	SP	419
GCF_040680235.1|NZ_JBFAWH010000006.1_113	SP	388
GCF_040680275.1|NZ_JBFAWL010000020.1_51	SP	327
GCF_040680455.1|NZ_JBFAWU010000016.1_46	SP	499
GCF_040680575.1|NZ_JBFAWY010000003.1_210	SP	327
GCF_040680795.1|NZ_JBFAXL010000071.1_10	LIPO	498
GCF_040680875.1|NZ_JBFAXO010000001.1_572	SP	423
GCF_040680875.1|NZ_JBFAXO010000013.1_258	SP	328
GCF_040680895.1|NZ_JBFAXR010000268.1_3	LIPO	310
GCF_040681015.1|NZ_JBFAXV010000006.1_277	SP	494
GCF_040681075.1|NZ_JBFAYB010000084.1_28	LIPO	304
GCF_040681095.1|NZ_JBFAYA010000008.1_111	SP	499
GCF_040681145.1|NZ_JBFAYE010000004.1_94	SP	446
GCF_040681145.1|NZ_JBFAYE010000009.1_202	SP	378
GCF_040681145.1|NZ_JBFAYE010000009.1_245	LIPO	281
GCF_040681165.1|NZ_JBFAYF010000018.1_40	SP	437
GCF_040681205.1|NZ_JBFAYH010000001.1_438	SP	445
GCF_040681205.1|NZ_JBFAYH010000015.1_178	SP	492
GCF_040681245.1|NZ_JBFAYI010000003.1_34	SP	406
GCF_040681245.1|NZ_JBFAYI010000004.1_329	SP	428
GCF_040681285.1|NZ_JBFAYL010000004.1_694	LIPO	314
GCF_040681495.1|NZ_JBFAYV010000009.1_102	SP	321
GCF_040681495.1|NZ_JBFAYV010000016.1_23	SP	308
GCF_040681575.1|NZ_JBFAZB010000017.1_40	SP	480
GCF_040681715.1|NZ_JBFAZJ010000031.1_54	LIPO	346
GCF_040681835.1|NZ_JBFAZO010000005.1_280	SP	442
GCF_040682015.1|NZ_JBFAZW010000071.1_49	LIPO	345
GCF_040682075.1|NZ_JBFBAD010000126.1_24	SP	383
GCF_040682155.1|NZ_JBFBAG010000016.1_76	SP	401
GCF_040682155.1|NZ_JBFBAG010000016.1_158	SP	737
GCF_040682175.1|NZ_JBFBAL010000006.1_159	SP	491
GCF_040682215.1|NZ_JBFBAJ010000003.1_575	LIPO	340
GCF_040682395.1|NZ_JBFBAX010000008.1_30	SP	328
GCF_040682395.1|NZ_JBFBAX010000071.1_1	SP	442
GCF_040682415.1|NZ_JBFBAY010000004.1_182	SP	447
GCF_040682415.1|NZ_JBFBAY010000007.1_249	LIPO	298
GCF_040682415.1|NZ_JBFBAY010000011.1_102	SP	409
GCF_040682555.1|NZ_JBFBBE010000021.1_46	SP	329
GCF_040682635.1|NZ_JBFBBK010000017.1_55	SP	417
GCF_040682695.1|NZ_JBFBBM010000009.1_4	SP	438
GCF_040682695.1|NZ_JBFBBM010000020.1_27	SP	438
GCF_040682715.1|NZ_JBFBBN010000064.1_36	SP	396
GCF_040682775.1|NZ_JBFBBQ010000013.1_121	SP	424
GCF_040682775.1|NZ_JBFBBQ010000088.1_31	SP	400
GCF_040682775.1|NZ_JBFBBQ010000115.1_5	SP	442
GCF_040682815.1|NZ_JBFBBT010000013.1_107	SP	455
GCF_040682815.1|NZ_JBFBBT010000033.1_47	SP	401
GCF_040682815.1|NZ_JBFBBT010000035.1_38	SP	428
GCF_040682875.1|NZ_JBFBBY010000006.1_19	SP	409
GCF_040682935.1|NZ_JBFBBZ010000005.1_42	SP	727
GCF_040682935.1|NZ_JBFBBZ010000030.1_35	SP	400
GCF_040682955.1|NZ_JBFBCC010000018.1_77	SP	746
GCF_040682955.1|NZ_JBFBCC010000018.1_140	SP	398
GCF_040683015.1|NZ_JBFBCD010000003.1_67	SP	285
GCF_040683095.1|NZ_JBFBCI010000015.1_7	SP	490
GCF_040683335.1|NZ_JBFBDO010000088.1_25	SP	483
GCF_040683555.1|NZ_JBFBEE010000018.1_131	LIPO	305
GCF_040683695.1|NZ_JBFBEO010000001.1_345	SP	412
GCF_040683735.1|NZ_JBFBEN010000018.1_101	SP	492
GCF_040684095.1|NZ_JBFBFI010000002.1_1215	LIPO	320
GCF_040684275.1|NZ_JBFBFP010000004.1_115	SP	506
GCF_040684635.1|NZ_JBFBGL010000086.1_2	SP	285
GCF_040684795.1|NZ_JBFBGS010000015.1_37	SP	506
GCF_040685555.1|NZ_JBFBIK010000057.1_5	SP	441
GCF_040685555.1|NZ_JBFBIK010000089.1_11	SP	408
GCF_040685855.1|NZ_JBFBJA010000001.1_129	SP	491
GCF_040685895.1|NZ_JBFBJB010000053.1_62	SP	455
GCF_040685935.1|NZ_JBFBJG010000002.1_207	SP	490
GCF_040686035.1|NZ_JBFBJN010000053.1_39	SP	483
GCF_040686095.1|NZ_JBFBJK010000019.1_153	SP	353
GCF_040686175.1|NZ_JBFBJT010000096.1_10	SP	328
GCF_040686315.1|NZ_JBFBJW010000001.1_428	LIPO	291
GCF_040686315.1|NZ_JBFBJW010000008.1_12	SP	425
GCF_040686315.1|NZ_JBFBJW010000010.1_104	SP	452
GCF_040686775.1|NZ_JBFBLP010000001.1_778	SP	496
GCF_040686775.1|NZ_JBFBLP010000003.1_376	SP	436
GCF_040686775.1|NZ_JBFBLP010000027.1_2	LIPO	311
GCF_040687335.1|NZ_JBFBNE010000002.1_382	SP	509
GCF_040687575.1|NZ_JBFBNQ010000002.1_1142	SP	343
GCF_040689265.1|NZ_JBFAXA010000019.1_81	SP	334
GCF_040689395.1|NZ_JBFAZX010000003.1_291	LIPO	345
GCF_040689425.1|NZ_JBFAZZ010000009.1_226	SP	323
GCF_040689425.1|NZ_JBFAZZ010000010.1_255	LIPO	338
GCF_040689485.1|NZ_JBFBAK010000002.1_586	SP	491
GCF_040701605.1|NZ_JBFBDT010000042.1_19	SP	360
GCF_040701725.1|NZ_JBFBEZ010000011.1_94	SP	425
GCF_040701825.1|NZ_JBFBFY010000008.1_258	SP	415
GCF_040702905.1|NZ_JBFBND010000001.1_351	LIPO	323
GCF_040702905.1|NZ_JBFBND010000022.1_57	SP	346
GCF_040703635.1|NZ_JBEYEY010000004.1_483	SP	421
GCF_040703715.1|NZ_JBEYHQ010000055.1_28	SP	330
GCF_040703975.1|NZ_JBEZWH010000001.1_209	SP	354
GCF_040703975.1|NZ_JBEZWH010000007.1_106	SP	294
GCF_040704065.1|NZ_JBEYRK010000025.1_67	SP	492
GCF_040704315.1|NZ_JBEYSY010000007.1_166	SP	412
GCF_040704315.1|NZ_JBEYSY010000008.1_233	SP	445
GCF_040704615.1|NZ_JBEYXP010000026.1_54	SP	465
GCF_040704695.1|NZ_JBEZKL010000144.1_3	SP	289
GCF_040706415.1|NZ_JBEZND010000002.1_229	SP	490
GCF_040706515.1|NZ_JBEZOK010000038.1_29	SP	349
GCF_040706515.1|NZ_JBEZOK010000042.1_27	SP	447
GCF_040730185.1|NZ_CP160402.1_358	SP	480
GCF_040744945.1|NZ_CP160453.1_264	SP	438
GCF_040779325.2|NZ_JBFONT020000002.1_696	SP	348
GCF_040782645.1|NZ_CP160403.1_5254	SP	328
GCF_040790145.1|NZ_JBFMMP010000003.1_126	SP	414
GCF_040796495.1|NZ_JBFNQN010000002.1_256	SP	341
GCF_040802045.1|NZ_JBEZDW010000064.1_19	SP	472
GCF_040802095.1|NZ_JBFAHK010000011.1_167	SP	436
GCF_040802095.1|NZ_JBFAHK010000014.1_30	SP	428
GCF_040812025.1|NZ_JBFNPK010000008.1_104	SP	339
GCF_040812055.1|NZ_JBFOAH010000033.1_7	LIPO	389
GCF_040881935.1|NZ_JBBECH010000095.1_33	SP	570
GCF_040882185.1|NZ_JBBEBW010000002.1_111	SP	591
GCF_040900725.1|NZ_JAEUYM010000006.1_122	SP	254
GCF_040907265.1|NZ_JBFOHP010000002.1_2907	SP	314
GCF_040930515.1|NZ_JBFQEG010000002.1_22	SP	468
GCF_040965635.1|NZ_JBFRCH010000030.1_39	SP	388
GCF_041008525.1|NZ_JBFLUG010000004.1_46	LIPO	348
GCF_041018925.1|NZ_JBFNXQ010000011.1_35	SP	334
GCF_041021105.1|NZ_JBFBOR010000004.1_29	SP	441
GCF_041021105.1|NZ_JBFBOR010000097.1_29	SP	441
GCF_041023745.1|NZ_JBFTEF010000018.1_57	SP	298
GCF_041028145.1|NZ_JASHLV010000001.1_204	SP	498
GCF_041028215.1|NZ_JASKYR010000182.1_2	SP	349
GCF_041028215.1|NZ_JASKYR010000688.1_2	LIPO	272
GCF_041051975.1|NZ_CP163435.1_1157	SP	448
GCF_041051975.1|NZ_CP163435.1_5368	SP	327
GCF_041052385.1|NZ_CP163439.1_852	SP	444
GCF_041052385.1|NZ_CP163439.1_3673	SP	330
GCF_041053055.1|NZ_CP163443.1_183	SP	482
GCF_041053105.1|NZ_CP163444.1_290	SP	500
GCF_041080625.1|NZ_CP163518.1_1299	SP	417
GCF_041080655.1|NZ_CP163525.1_7972	SP	416
GCF_041083635.1|NZ_JBFPHB010000002.1_72	SP	348
GCF_041083715.1|NZ_JBFPGY010000118.1_3	SP	346
GCF_041154505.1|NZ_AP028672.1_4751	SP	491
GCF_041154655.1|NZ_BAAFGR010000131.1_16	SP	438
GCF_041154655.1|NZ_BAAFGR010000173.1_8	LIPO	315
GCF_041224435.1|NZ_JBGFFD010000005.1_220	SP	382
GCF_041260665.1|NZ_JBGCCT010000006.1_221	SP	437
GCF_041260665.1|NZ_JBGCCT010000038.1_21	LIPO	311
GCF_041261205.1|NZ_JBGCCH010000008.1_251	TAT	446
GCF_041261205.1|NZ_JBGCCH010000040.1_32	SP	435
GCF_041261225.1|NZ_JBGCCN010000001.1_1360	SP	444
GCF_041261225.1|NZ_JBGCCN010000001.1_3706	SP	328
GCF_041261265.1|NZ_JBGCCA010000037.1_33	SP	442
GCF_041261265.1|NZ_JBGCCA010000051.1_41	LIPO	312
GCF_041261445.1|NZ_JBGCCU010000029.1_97	SP	432
GCF_041262085.1|NZ_JBGCCM010000078.1_10	SP	429
GCF_041262505.1|NZ_JBGCCL010000024.1_66	SP	423
GCF_041262525.1|NZ_JBGCCK010000011.1_72	SP	422
GCF_041270065.1|NZ_CP065958.1_6566	SP	498
GCF_041300785.1|NZ_JBFWIB010000003.1_302	SP	278
GCF_041320705.1|NZ_JBGGTQ010000002.1_482	SP	341
GCF_041321145.1|NZ_JBGGWA010000001.1_331	LIPO	388
GCF_041346945.1|NZ_CP166850.1_8094	SP	444
GCF_041346945.1|NZ_CP166850.1_8575	SP	743
GCF_041346945.1|NZ_CP166850.1_8660	SP	401
GCF_041346955.1|NZ_CP166849.1_6724	SP	311
GCF_041360655.1|NZ_JBFUPQ010000006.1_52	SP	340
GCF_041361345.1|NZ_JBGKAD010000001.1_2611	TAT	324
GCF_041361465.1|NZ_JBGKAC010000001.1_244	TAT	321
GCF_041365895.1|NZ_JBGDLZ010000013.1_10	SP	305
GCF_041365895.1|NZ_JBGDLZ010000037.1_15	SP	343
GCF_041379045.1|NZ_CP166871.1_1519	SP	316
GCF_041379765.1|NZ_CP166919.1_2719	SP	308
GCF_041379945.2|NZ_JBFTXJ020000003.1_149	SP	336
GCF_041380235.1|NZ_JBGIYY010000021.1_38	SP	342
GCF_041395345.1|NZ_JAWLAR010000012.1_46	LIPO	350
GCF_041398385.1|NZ_JAWKUW010000002.1_72	SP	309
GCF_041435015.1|NZ_CP107989.1_7938	SP	496
GCF_041435015.1|NZ_CP107989.1_8021	SP	431
GCF_041435095.1|NZ_CP108025.1_2081	SP	462
GCF_041435095.1|NZ_CP108025.1_6468	SP	490
GCF_041435115.1|NZ_CP108046.1_7661	SP	434
GCF_041435115.1|NZ_CP108046.1_8321	SP	493
GCF_041435195.1|NZ_CP108106.1_7327	SP	502
GCF_041435215.1|NZ_CP108394.1_8664	SP	442
GCF_041435235.1|NZ_CP108408.1_491	SP	489
GCF_041435335.1|NZ_CP108430.1_7809	SP	508
GCF_041435435.1|NZ_CP108494.1_2103	SP	492
GCF_041438805.1|NZ_CP109190.1_6051	SP	492
GCF_041463655.1|NZ_JAXCEI010000005.1_461	LIPO	311
GCF_041463655.1|NZ_JAXCEI010000033.1_7	SP	418
GCF_041463665.1|NZ_JAXCEJ010000023.1_107	SP	288
GCF_041463665.1|NZ_JAXCEJ010000024.1_122	SP	421
GCF_041463665.1|NZ_JAXCEJ010000025.1_66	LIPO	314
GCF_041496605.1|NZ_JBGQEX010000002.1_60	SP	307
GCF_041499725.1|NZ_JBGQKW010000021.1_16	SP	338
GCF_041538045.1|NZ_JBGOSE010000012.1_27	SP	340
GCF_041538145.1|NZ_JBGORK010000011.1_356	LIPO	359
GCF_041555395.1|NZ_JBFFKM010000036.1_9	SP	322
GCF_041584495.1|NZ_JBFHDY010000027.1_4	LIPO	352
GCF_041587335.1|NZ_JBFGYP010000064.1_3	SP	313
GCF_041601375.1|NZ_JBFIIG010000014.1_2	SP	286
GCF_041616895.1|NZ_JBFJPY010000028.1_16	SP	649
GCF_041616895.1|NZ_JBFJPY010000038.1_12	SP	333
GCF_041624275.1|NZ_JBFJVE010000228.1_4	LIPO	329
GCF_041624475.1|NZ_JBFJUX010000005.1_173	LIPO	386
GCF_041625495.1|NZ_JBFJTH010000008.1_14	LIPO	383
GCF_041633695.1|NZ_JBFJMY010000066.1_8	SP	351
GCF_041650655.1|NZ_JBAZKR010000011.1_32	SP	318
GCF_041659645.1|NZ_JBAZXX010000001.1_56	LIPO	368
GCF_041659925.1|NZ_JBAZXI010000014.1_62	LIPO	332
GCF_041679295.1|NZ_JBGDMD010000004.1_88	SP	402
GCF_041679295.1|NZ_JBGDMD010000004.1_173	SP	426
GCF_041679295.1|NZ_JBGDMD010000004.1_391	SP	440
GCF_041689495.1|NZ_JBDNGD010000216.1_1	SP	344
GCF_041725775.1|NZ_JBEUEL010000057.1_4	SP	714
GCF_041729615.1|NZ_CP154874.1_2314	SP	277
GCF_041729615.1|NZ_CP154874.1_3159	SP	300
GCF_041740695.1|NZ_JBGSLK010000036.1_15	SP	737
GCF_041862005.1|NZ_JBGVSN010000001.1_246	SP	414
GCF_041862005.1|NZ_JBGVSN010000016.1_162	SP	436
GCF_041874725.1|NZ_CP097466.1_1305	SP	292
GCF_041888015.1|NZ_CP168968.1_2375	SP	329
GCF_041888755.1|NZ_CP168974.1_2175	SP	335
GCF_041890355.1|NZ_CP169059.1_4241	LIPO	306
GCF_041890355.1|NZ_CP169059.1_4518	LIPO	277
GCF_041890355.1|NZ_CP169059.1_5278	LIPO	316
GCF_041892135.1|NZ_CP169067.1_2104	SP	303
GCF_041905885.1|NZ_JAYRKD010000007.1_70	SP	288
GCF_041909095.1|NZ_JAYREB010000002.1_196	SP	319
GCF_041909475.1|NZ_JAYRDJ010000018.1_34	LIPO	334
GCF_041911615.1|NZ_JAYROR010000105.1_7	SP	338
GCF_041912895.1|NZ_JAYSGI010000002.1_610	SP	304
GCF_041914305.1|NZ_JAYSDQ010000003.1_308	SP	303
GCF_041914865.1|NZ_JAYSCO010000005.1_67	SP	294
GCF_041916735.1|NZ_JAYRYY010000005.1_138	SP	337
GCF_041919455.1|NZ_JAYRTQ010000004.1_176	LIPO	266
GCF_041938625.1|NZ_CP169427.1_3592	SP	418
GCF_041941685.1|NZ_CP130958.1_430	SP	591
GCF_041949975.1|NZ_JBHFQG010000001.1_9	SP	336
GCF_041951345.1|NZ_JBGNUR010000026.1_25	SP	294
GCF_042230915.1|NZ_CP102578.1_1724	LIPO	628
GCF_042231735.1|NZ_CP102577.1_776	LIPO	628
GCF_042237075.1|NZ_JBCGDC010000029.1_67	LIPO	309
GCF_042237075.1|NZ_JBCGDC010000090.1_23	SP	482
GCF_042258955.1|NZ_CP170156.1_7758	SP	308
GCF_042261735.1|NZ_JBHJRC010000036.1_20	SP	530
GCF_042262425.1|NZ_JBHJPX010000015.1_106	SP	436
GCF_042262625.1|NZ_JBHJQP010000005.1_20	SP	491
GCF_042262745.1|NZ_JBHJQQ010000016.1_61	SP	446
GCF_042263485.1|NZ_JBHLEX010000005.1_48	SP	307
GCF_042264145.1|NZ_JBHJVF010000001.1_1037	SP	492
GCF_042266885.1|NZ_JBHJWQ010000002.1_43	SP	506
GCF_042269845.1|NZ_JBHJYJ010000002.1_249	SP	498
GCF_042270185.1|NZ_JBHJYN010000002.1_685	SP	495
GCF_042270205.1|NZ_JBHJYU010000010.1_124	SP	500
GCF_042270245.1|NZ_JBHJYS010000004.1_324	SP	502
GCF_042408735.1|NZ_JBHOQV010000047.1_82	SP	345
GCF_042408735.1|NZ_JBHOQV010000142.1_34	SP	481
GCF_042428775.1|NZ_JBHMBS010000016.1_98	SP	453
GCF_042428775.1|NZ_JBHMBS010000019.1_2	SP	446
GCF_042428775.1|NZ_JBHMBS010000002.1_63	SP	403
GCF_042429665.1|NZ_JBHMAC010000013.1_190	SP	362
GCF_042430365.1|NZ_JBHMET010000087.1_31	SP	585
GCF_042430365.1|NZ_JBHMET010000232.1_14	SP	327
GCF_042430725.1|NZ_JBHMCY010000026.1_40	SP	328
GCF_042430785.1|NZ_JBHMCU010000004.1_91	SP	455
GCF_042431345.1|NZ_JBHMDI010000005.1_20	SP	431
GCF_042432165.1|NZ_JBHLXP010000001.1_1657	SP	336
GCF_042432755.1|NZ_JBHLWP010000010.1_155	SP	579
GCF_042432805.1|NZ_JBHLWO010000001.1_318	LIPO	323
GCF_042432805.1|NZ_JBHLWO010000002.1_1441	SP	286
GCF_042433955.1|NZ_JBHLUH010000089.1_55	SP	447
GCF_042433955.1|NZ_JBHLUH010000089.1_110	LIPO	296
GCF_042434095.1|NZ_JBHLUE010000016.1_416	SP	410
GCF_042434095.1|NZ_JBHLUE010000028.1_2	SP	353
GCF_042434745.1|NZ_JBHLSS010000039.1_41	SP	502
GCF_042434905.1|NZ_CP170199.1_2710	SP	392
GCF_042466515.1|NZ_CP136563.1_8902	SP	328
GCF_042466515.1|NZ_CP136563.1_9535	SP	340
GCF_042466665.1|NZ_CP162102.1_3471	SP	545
GCF_042466665.1|NZ_CP162102.1_5039	SP	477
GCF_042466685.1|NZ_CP170448.1_4120	SP	365
GCF_042510955.1|NZ_JBHFAB010000010.1_112	SP	614
GCF_042511045.1|NZ_JBHEZX010000002.1_30	SP	484
GCF_042511045.1|NZ_JBHEZX010000004.1_335	SP	442
GCF_042604635.1|NZ_CP170473.1_1304	SP	359
GCF_042643535.1|NZ_JBHRSQ010000009.1_53	SP	355
GCF_042646205.1|NZ_JBHRTF010000004.1_147	SP	349
GCF_042646605.1|NZ_JBHRUG010000037.1_107	SP	353
GCF_042647275.1|NZ_JBHRVJ010000001.1_2050	SP	362
GCF_042647645.1|NZ_JBHRVV010000001.1_3773	SP	585
GCF_042647865.1|NZ_JBHRWO010000004.1_650	SP	437
GCF_042647865.1|NZ_JBHRWO010000008.1_158	SP	441
GCF_042647865.1|NZ_JBHRWO010000008.1_183	SP	327
GCF_042647865.1|NZ_JBHRWO010000010.1_188	SP	440
GCF_042647865.1|NZ_JBHRWO010000010.1_190	SP	440
GCF_042647925.1|NZ_JBHRWK010000077.1_30	SP	285
GCF_042648585.1|NZ_JBHRXX010000001.1_149	SP	326
GCF_042649245.1|NZ_JBHRYT010000001.1_29	LIPO	259
GCF_042650085.1|NZ_JBHSAO010000008.1_172	SP	590
GCF_042650325.1|NZ_JBHSBB010000026.1_5	SP	471
GCF_042650365.1|NZ_JBHSBA010000007.1_58	LIPO	287
GCF_042650565.1|NZ_JBHSBH010000004.1_507	SP	334
